9,2009/03/27,589.97
6,1995/01/12,625.56
13,2008/03/16,377.34
5,1983/09/11,788.25
17,1971/04/13,459.66
7,1981/04/13,831.8
1,2009/08/31,93.33
7,1960/01/28,467.68
18,1961/06/20,351.27
4,1990/07/02,95.04
14,1983/10/21,810.05
4,2011/02/08,895.46
15,1964/02/22,219.22
10,2010/07/15,139.45
8,1977/02/28,144.25
12,1983/07/09,57.22
5,1985/07/22,66.09
18,1994/05/21,223.41
10,1981/06/17,970.22
9,1966/02/19,472.26
5,2001/04/27,589.6
11,1976/11/19,226.52
16,2003/09/26,876.29
13,2009/09/26,915.33
13,2000/09/04,83.5
3,1974/10/06,46.94
11,1984/08/13,833.45
1,2001/09/27,960.25
15,2005/03/13,438.65
14,2008/07/24,322.68
6,2009/01/06,418.99
11,1960/01/04,882.88
5,1984/12/09,919.73
10,1977/06/02,686.52
19,1961/11/19,563.88
9,1962/10/01,79.09
15,1995/04/25,65.77
15,2002/02/08,54.55
11,2004/12/11,762.56
4,2009/02/26,365.15
13,1962/11/12,579.31
5,1975/04/12,831.9
0,1985/03/11,997.2
19,2003/04/15,333.84
19,1998/02/27,429.55
1,2004/12/22,396.77
17,2008/03/26,285.59
14,1975/11/28,338.79
14,2000/02/28,598.45
17,1983/11/22,795.38
2,1981/06/17,762.99
19,1985/03/14,672.83
4,1979/12/29,947.34
11,1961/12/23,245.23
2,1964/08/11,552.93
13,1962/08/26,93.13
0,1999/08/04,572.38
15,1995/01/13,802.9
4,2012/02/07,370.35
9,1968/11/19,26.34
15,1993/06/28,753.31
11,2000/07/15,405.47
11,2007/12/18,832.78
4,1998/05/30,561.5
6,1967/05/13,178.4
5,1996/02/28,440.37
11,1994/09/07,831.28
13,1966/03/01,706.8
7,2004/04/25,551.84
13,1974/07/09,39.05
13,2008/10/14,32.37
16,2014/11/22,347.78
0,2011/04/11,956.19
4,1962/04/29,423.37
16,1992/02/29,645.97
17,2012/02/10,900.73
9,2012/01/31,452.79
7,1992/08/20,861.03
3,1974/01/04,1.32
7,1992/01/09,803.94
1,1965/05/31,357.38
10,2014/01/29,108.14
16,1978/01/15,224.05
18,1994/09/03,733.1
18,1979/09/29,425.69
6,2013/05/27,631.4
1,2008/01/28,402.01
14,1984/04/25,763.76
18,2011/11/02,825.83
5,2000/10/17,411.75
14,1979/11/30,66.33
18,1979/06/26,634.42
12,1977/09/10,259.11
13,2005/07/27,733.52
17,2004/02/07,596.07
14,1991/05/25,788.47
17,2002/10/18,920.49
13,1977/09/14,59.51
3,2010/05/13,280.92
14,1970/06/04,991.11
7,1994/09/30,162.41
8,1969/07/22,882.52
17,1995/06/05,246.28
17,1962/10/30,29.47
18,1971/01/23,742.54
1,1964/07/02,327.57
12,1960/08/15,258.19
11,1960/10/16,309.64
19,1986/08/08,396.21
10,1976/12/11,256.58
6,2012/06/13,583.16
13,2007/12/10,63.95
8,1961/04/04,178.47
6,1962/06/05,698.65
7,1990/07/05,578.69
12,1991/01/15,374.82
19,1970/05/21,568.51
7,2004/05/23,594.06
14,1981/08/07,535.21
15,1991/05/01,308.52
8,2000/07/08,720.87
13,2011/03/08,98.87
9,1967/10/26,478.23
2,2006/07/15,132.78
3,1966/01/30,483.09
1,2011/06/27,49.59
5,2000/05/01,172.4
8,2008/10/23,866.65
15,2001/11/18,878.66
12,1978/04/19,633.71
13,1982/11/17,444.39
18,2000/10/11,279.13
6,1980/01/01,676.96
14,1984/03/18,851.85
14,1968/12/22,161.83
6,1962/09/23,915.12
7,2002/11/02,438.42
4,1982/05/25,991.01
10,1979/08/03,768.67
2,2004/03/10,782.65
4,1990/08/15,33.56
16,1972/06/17,56.24
18,1966/09/26,184.81
11,1994/12/03,985.11
18,1991/07/09,88.63
15,1990/10/25,928.92
19,1969/10/18,128.45
15,1964/05/28,825.09
12,1984/10/07,108.4
18,2008/08/22,935.24
3,2012/09/03,514.82
19,1999/11/22,743.37
5,1968/06/11,168.38
15,1964/03/03,516.97
10,1973/10/24,523.05
15,1961/12/01,887.57
17,1974/01/12,53.86
0,2008/12/11,799.51
18,1993/03/27,205.24
14,1967/01/19,128.86
9,2004/04/06,552.5
8,1970/05/24,47.99
7,1972/07/31,138.04
7,2009/03/17,963.9
4,1970/10/16,279.97
3,1994/06/03,292.74
12,1991/08/10,586.27
15,1989/06/25,950.46
8,1971/08/19,934.6
1,1977/11/26,788.98
5,1988/02/17,962.11
17,1970/02/10,131.47
3,1976/07/11,237.72
19,1972/07/29,453.05
16,1963/09/04,20.26
5,1980/05/09,301.09
15,1989/07/15,19.89
19,1966/05/03,988.97
4,1978/07/04,230.59
10,1973/03/21,960.01
12,2001/10/06,961.78
7,1983/03/16,84.13
18,1989/05/24,114.54
1,1987/11/27,393.78
8,1966/01/29,389.41
7,1988/01/08,811.57
15,1991/05/13,19.93
0,1966/11/18,488.83
3,1960/12/21,259.23
13,2005/01/11,228.93
4,2009/07/31,841.12
16,1994/04/14,675.17
17,2008/10/27,47.48
15,1998/02/21,110.54
3,1980/06/11,567.42
12,1987/01/20,752.94
6,1988/03/29,681.08
17,2014/11/17,788.92
15,1979/03/29,262.38
16,1975/12/09,321.88
15,1983/02/06,914
16,1977/07/23,216.03
5,1995/10/20,140.12
0,2001/01/29,88.52
7,2000/03/10,663.31
13,1978/12/06,581.9
14,1987/08/15,811.95
3,2006/11/07,475.17
11,1991/10/31,773.33
9,1975/03/19,149.67
19,2000/07/21,527.58
5,2013/05/12,698.18
14,1971/11/04,474.05
19,2013/12/25,381.28
1,2013/10/16,330.14
10,1964/11/06,819.48
7,2002/05/06,441.56
13,2008/03/30,936.34
14,1982/02/13,482.22
1,2004/03/30,206.59
3,1979/04/16,853.8
4,1971/09/01,729.92
3,1994/09/18,302.97
2,2002/01/20,360.19
17,1975/07/31,163.75
16,1977/01/25,930.7
4,2000/02/21,681.81
9,1996/08/16,186.82
6,1981/08/06,485.22
13,2000/04/21,571.31
11,1991/11/20,4.15
9,1984/07/02,506.19
14,1984/03/11,503
2,2000/03/01,326.37
6,1988/12/11,38.23
19,1970/05/23,887.94
5,1971/11/14,679.31
1,2011/04/14,991.23
9,1976/01/21,489.07
5,1979/10/13,812.62
19,1990/06/17,232.91
9,1994/01/19,265.78
14,2006/04/30,426.64
8,1968/09/29,644.27
8,1982/12/13,914.66
16,1994/04/06,612.76
2,1988/02/05,640.26
7,2013/01/14,989.31
17,1985/09/06,995.35
6,2001/05/23,218.62
14,2010/09/28,159.36
2,1962/08/29,696.89
7,1984/12/28,116.59
13,1970/04/07,437.7
3,1969/09/20,713.3
12,1987/11/03,30.37
16,1967/05/29,735.04
19,2000/04/12,546.84
10,1968/01/17,778.7
10,1966/08/06,407.71
6,1979/01/17,812.68
16,1984/08/25,177.18
5,1967/06/09,82.54
3,1982/03/16,570.43
15,1992/09/06,172.83
1,1971/09/29,424.29
0,1986/12/24,992.84
14,1999/03/15,96.68
14,1999/03/28,551.68
15,1990/10/23,364.71
14,1981/05/12,135.77
15,1961/11/27,822.93
5,1969/02/07,829.34
15,1975/01/03,528.79
11,1985/08/12,829.15
19,1974/02/28,982.58
1,1973/05/17,222.29
8,2000/04/11,794.37
16,2003/03/03,517.13
4,1973/03/25,706
15,1960/08/29,360.58
8,2014/01/20,174.78
10,2000/11/12,328.97
11,2001/06/11,957.84
2,1978/04/22,158.65
12,1987/03/20,77.31
0,1994/12/03,167.47
19,2007/06/09,11.36
2,1997/03/31,217.51
16,2005/10/27,804.32
17,1960/02/03,358.28
7,2014/10/29,177.91
4,1982/10/17,169.26
0,1967/12/20,359.37
15,1983/03/24,861.25
12,1989/01/04,721.73
8,1963/11/12,890.98
7,1992/07/08,4.61
4,1968/06/01,358.27
9,2014/10/06,695.54
6,1999/03/24,875.98
11,1997/12/21,492.92
8,1969/10/13,189.42
10,2013/05/20,832.19
7,1971/09/06,253.96
3,1990/01/17,469.91
0,2009/06/24,110.23
6,2009/12/27,620.58
6,1961/10/30,999.88
6,1975/11/19,205.77
19,1996/07/21,187.34
6,2011/03/22,280.98
19,1998/12/20,762.72
13,1985/08/05,575.71
0,2007/02/02,838.8
0,2008/01/14,535.7
0,1973/04/13,480.68
1,2009/08/28,60.29
14,1967/08/06,56.91
5,1968/02/10,845.24
11,2007/05/25,528.65
11,1963/04/11,483.41
5,1990/09/16,227.93
0,1985/12/01,148.46
6,2009/11/08,566.37
19,1997/06/06,245.45
15,2005/06/09,682.41
6,2008/11/27,107.03
0,1973/01/27,522.48
15,1986/12/25,943.13
4,1986/11/03,173.68
8,1972/09/20,410.22
14,1982/04/28,259.96
9,2002/02/12,495.02
19,1990/09/10,888.86
13,1988/03/31,845.33
11,1979/10/30,422.6
17,2001/07/22,212.94
11,1976/06/01,348.15
1,1989/11/17,582.48
1,1986/04/06,759.86
5,1988/01/11,674.71
3,1962/01/12,642.51
4,2012/12/17,459.2
18,1963/12/26,869.24
12,1992/11/15,762.2
19,2012/04/30,898.7
9,1980/06/04,980.9
1,1963/01/12,780.66
12,2003/09/06,831.34
18,1974/10/20,642.41
8,1993/11/19,277.88
19,1986/11/22,136.1
5,2011/04/30,677.21
18,1972/06/23,856.72
18,1970/12/01,377.63
3,1999/04/28,891.17
12,1966/07/22,746.88
8,2012/11/17,2.37
15,2007/11/24,862.96
3,1999/11/04,481.33
9,2008/04/04,937.01
6,1993/05/17,80.13
8,2009/06/19,292.4
5,1993/12/27,256.23
6,2009/10/12,290.44
15,1998/07/26,972.61
11,1997/03/27,658.46
15,2000/10/31,689.46
18,1982/01/14,977.27
11,2003/08/30,803.89
13,1981/11/08,652.78
3,1985/01/06,419.14
3,2007/06/01,111.19
1,1984/01/07,900.14
9,2006/10/20,593.9
9,2012/05/01,566.02
5,1981/08/17,210.39
4,1981/03/08,122.66
3,2007/03/10,554.09
9,1981/09/23,11.45
18,1982/04/29,465.04
14,1986/11/08,877.3
7,1983/02/17,496.21
19,1995/05/04,396.56
0,2006/11/25,419.61
5,1967/05/20,979.9
3,2010/05/08,99.52
19,1965/10/30,526.67
15,1973/08/15,218.22
14,2000/06/25,777.41
1,1989/07/07,415.6
1,1966/09/29,631.86
13,1990/11/19,195.22
1,1982/10/26,487.54
15,1989/12/14,550.76
18,1998/12/21,544.8
0,1961/01/16,320.55
16,1971/03/22,627.12
10,1999/08/17,221.17
6,1965/02/25,310.95
0,1963/02/13,830.75
12,2011/08/26,650.6
1,1992/12/09,269.81
17,2000/11/27,44.35
19,1961/02/05,291.61
15,1966/08/19,514.26
19,1977/02/05,71.45
3,1965/09/24,983.67
12,1986/01/16,347.2
9,1962/05/03,820.79
13,1974/06/23,182.26
16,1992/06/01,688.42
13,2010/07/11,512.49
0,1970/02/13,480.73
18,1974/01/12,615.55
9,2005/08/05,144.63
10,1985/10/03,563.18
1,1973/06/11,453.38
17,1992/02/20,742.61
10,1974/07/30,221.84
8,1963/07/07,366.3
9,1983/03/02,99.52
3,1969/09/27,30.3
14,1976/12/25,440.09
15,1998/06/27,378.99
5,2012/05/06,991.67
7,1980/04/09,632.06
15,1975/09/11,365.79
9,1987/04/27,520.37
18,1960/09/21,685.06
13,1982/10/15,248.84
8,2010/02/08,159.56
17,2001/06/09,692.67
10,2011/11/25,953.09
16,1971/07/01,669.32
18,1972/04/26,846.85
10,1972/09/29,893.02
15,2004/08/11,336.2
1,1995/06/25,986.12
8,1963/05/26,773.94
17,1991/09/08,615.77
3,2008/05/04,541.26
18,1969/02/09,664.71
19,1972/10/28,447.06
19,2000/01/21,98
11,1964/07/03,260.91
9,2001/10/11,416.9
7,1984/02/08,531.7
1,1994/07/26,907.11
1,1992/05/10,358.25
15,1975/05/14,198.28
4,1973/09/12,211.76
19,1988/06/06,409.39
17,2001/07/03,82.07
1,1970/08/22,611.48
7,2007/10/17,375.08
7,1983/07/11,792.22
14,2007/02/18,41.16
19,2006/12/27,552.19
19,1967/06/13,201.98
0,1993/05/09,540.18
6,1965/09/24,73.5
16,2005/09/23,84.91
9,2000/07/14,687.78
4,1960/01/04,586.63
6,2002/11/26,897.33
8,1999/10/24,277.99
5,1964/10/16,427.94
18,1995/07/21,777.23
3,2007/03/12,525.36
7,2004/07/27,64.94
12,1962/02/02,636.06
1,1976/04/29,790.87
19,1964/11/24,862.38
4,1987/10/01,129.17
12,2014/03/12,850.58
19,1981/03/11,265.79
7,1972/10/06,688.34
4,1989/08/31,334.24
7,1961/09/26,114.77
15,1995/04/15,575.18
19,1974/03/18,355.24
9,1993/06/11,339.41
14,2013/11/08,587.69
13,1974/12/01,486.41
6,1975/04/06,995.66
3,2006/04/15,752.43
6,1966/01/03,560.32
17,2008/08/12,821.9
12,2012/09/08,854.45
3,2000/05/23,477.2
6,1968/03/06,711.43
13,1998/02/13,217.29
18,1994/03/02,512.18
16,1969/02/20,813.24
9,2005/12/25,141.9
5,1985/04/01,143.53
14,1999/02/19,269.94
4,1994/03/07,357.02
16,1960/04/06,273.89
12,1992/05/17,525.02
5,1988/07/11,809.93
18,1960/10/15,842.43
19,2002/03/26,93.12
10,1988/02/24,544.33
16,1982/03/05,434.52
18,1987/08/15,737.8
13,1997/12/02,447.57
17,1963/07/14,576.65
0,2006/11/02,719.08
3,1980/07/27,691.87
15,2009/03/19,195.4
7,1963/04/29,643.63
6,1981/03/02,289.23
7,1986/07/03,788.91
18,2012/01/28,917.23
8,1989/01/14,316.05
16,2009/08/19,653.74
14,1997/09/17,35.14
5,1975/04/05,675.09
18,1984/07/27,628.58
3,2005/06/08,586.83
11,1990/12/31,554.4
17,1967/04/10,910.13
0,1962/02/14,297.65
12,1977/03/27,461.74
19,1984/07/12,620.36
5,2003/04/10,25.9
16,1980/09/03,354.45
12,1969/06/29,187.69
12,1970/05/18,895.67
18,1963/10/08,501.15
5,1966/05/23,220.33
16,1965/02/09,997.6
4,2009/06/21,85.48
9,1980/03/09,518.43
18,2008/11/17,260.49
18,2013/01/30,272.14
13,1963/08/01,643.29
1,1984/05/06,79.58
1,1991/02/18,954.62
10,2003/10/28,867.92
7,1983/03/23,191.65
14,1973/02/25,408.48
17,2003/03/16,19.14
6,1976/09/16,43.75
13,1987/09/05,938.27
14,1984/11/15,114.41
6,2009/05/31,106.02
4,1980/06/17,48.46
4,1986/08/30,580.08
11,1991/06/20,105.82
1,1982/06/24,86.74
15,1968/05/28,747.44
3,2004/12/25,993.38
2,1963/01/12,604.62
17,1967/09/12,407.55
15,1984/09/09,322
6,2012/06/03,407.82
7,1960/01/03,815.33
13,1999/02/26,573.63
2,1972/01/06,76.97
17,1992/08/19,754.81
12,1976/12/20,851.37
16,1983/01/13,484.41
8,1962/03/30,736.38
19,2003/07/29,468.09
10,1973/04/03,411.91
19,1999/12/26,101.61
0,1970/10/29,295.76
19,1992/04/04,194.9
12,2000/07/06,438.75
3,1999/09/06,783.67
6,1987/04/03,531.73
10,2008/12/27,650.38
12,1998/01/11,561.17
18,1977/09/26,566.7
0,1995/04/04,645.43
19,1983/05/06,216.14
0,1964/01/03,559.82
10,1978/05/03,712.18
1,1987/06/06,236.34
15,2005/03/09,846
15,1975/01/19,347.49
17,1974/04/11,975.27
13,2013/03/10,866.19
4,1992/04/06,397.07
19,1988/06/08,74.54
4,2013/07/24,275.34
7,1980/02/06,880.15
10,1974/09/10,654.47
13,1962/02/02,921.18
8,1964/02/09,771.35
18,1972/06/23,903.31
5,1988/04/30,60.49
16,1999/03/05,936.59
12,1997/08/05,760.02
9,1971/06/04,525.26
13,1977/01/08,496.22
15,1999/01/08,926.4
11,1996/03/10,323.32
9,2008/12/18,123.97
1,1971/05/26,394.52
6,2008/08/03,875.44
0,2014/06/25,254.41
2,1970/11/19,562.61
18,1997/02/20,987.03
14,2013/08/29,721.74
12,1998/11/24,487.63
6,2007/06/26,618.57
14,1980/10/05,606.86
10,2010/08/29,470.72
8,2011/07/20,47.74
2,2008/12/16,474.06
2,1993/12/25,679.75
3,2000/01/13,654.95
4,1992/05/29,417.88
4,1963/10/25,410.83
0,1987/06/10,342.8
18,1994/04/27,5.35
6,2004/12/15,203.02
8,1980/08/03,9.02
18,1967/02/13,528.76
2,2008/08/26,903.71
2,1965/04/03,36.89
3,1997/09/02,650.87
10,2001/09/24,847.47
7,2000/05/04,734.33
15,1965/10/27,845.63
4,1977/11/03,975.01
12,2008/12/04,682.58
6,1998/11/09,644.1
9,1963/10/05,840.01
10,1984/09/11,115.42
8,1984/04/08,602.68
3,2005/09/03,455.81
18,2012/07/09,960.71
4,2014/09/02,91.18
6,1998/06/03,460.11
6,1979/12/01,558.44
17,1977/11/02,947.41
17,1988/03/31,589.55
4,1979/11/24,419
11,2005/02/18,521.17
4,2007/09/20,742.43
13,1978/04/30,604.15
16,1972/09/20,616.1
11,1968/08/28,944.3
17,2009/01/06,573.53
11,1975/04/26,953.91
1,1997/01/05,213.37
5,1989/01/28,670.85
13,2013/04/30,788.02
2,1993/01/03,615.33
10,1967/08/13,251.07
14,1995/09/10,936.37
9,1997/02/16,331.45
13,2005/07/08,51.89
14,2006/08/21,952.81
2,1974/08/14,332.72
17,1988/07/30,679.54
11,1986/02/26,318.9
15,1983/04/07,971.41
13,1988/04/16,602.89
5,1977/12/29,40.31
8,1963/12/15,660.79
18,2009/07/25,494.69
16,1974/07/28,269.48
3,2007/11/01,746.43
14,2012/05/20,599.81
18,1968/10/07,154.94
1,2012/03/16,928.37
19,1964/07/25,953.69
14,2002/09/16,141.37
3,2001/10/26,303.99
19,1986/01/11,712.12
6,1998/01/12,51.71
5,2004/10/13,690.8
3,1989/04/07,427.5
17,2010/07/30,944.29
13,1995/09/26,576.88
4,1986/04/06,589.76
5,1976/10/11,278.08
11,2005/03/06,365.87
19,1989/12/28,894.8
13,1976/04/01,837.91
2,1994/07/05,705.98
17,1992/02/27,519.63
7,1993/03/03,491.08
8,1960/02/13,566.24
3,1991/07/12,159.4
16,1967/06/14,925.58
8,2011/03/16,374.12
12,1992/12/26,173.44
14,1969/09/10,413.34
11,1995/05/30,572.71
15,1999/08/08,852.5
0,1964/09/27,724.82
1,1999/12/22,266.6
3,2008/09/05,987.13
6,2011/06/15,802.09
2,1964/03/18,245.85
14,2010/12/21,720.95
