311.13;9;25/12/1962
449.94;5;30/04/1992
407.71;10;13/03/1986
759.95;14;06/03/1975
393.92;12;22/08/1971
601.87;11;16/08/2011
396.57;8;17/03/1983
352.52;0;13/04/1990
333.89;5;22/06/1968
60.92;3;21/08/2005
426.24;10;29/01/2009
659.07;3;21/04/1968
856.74;2;03/02/1989
931.22;5;23/06/1993
30.01;5;07/12/1983
2.27;4;28/09/1996
819.45;4;21/07/2005
610.91;19;10/01/1987
947.44;3;19/03/1981
134.64;9;10/02/1963
895.61;4;01/10/1996
412.52;8;19/05/1994
230.99;12;19/05/1982
719.79;16;12/03/1988
989.47;1;28/03/2003
561.07;14;04/02/2000
359.61;15;01/08/1970
211.46;13;29/08/2013
734.53;12;10/11/1986
516.57;5;25/06/1965
668.97;19;29/10/1999
401.93;8;14/06/1998
113.02;17;09/09/2007
803.31;11;11/11/1964
760.04;15;02/03/2010
443.61;8;13/09/2008
507.33;7;11/10/2006
607.08;18;21/03/1994
994.35;6;04/06/1998
23.59;14;27/05/1999
362.28;1;03/07/1986
324.69;6;05/05/1967
724.28;4;30/08/2005
590.71;13;29/01/1984
99.25;16;29/08/1961
16.41;5;16/09/1974
540.32;0;02/01/1981
98.01;4;10/03/1983
978.84;2;27/04/2007
322.53;13;16/12/1994
545.05;8;20/11/1966
630.87;8;06/03/2012
258.05;11;30/03/1990
859.26;10;24/06/1963
484.65;17;20/09/2005
542.02;19;22/01/1996
231.12;19;03/08/1995
407.03;18;13/11/1985
483.94;1;04/02/2004
309.23;11;25/07/1968
580.3;18;03/08/1974
345.9;0;08/03/1982
139.58;8;25/04/1996
270.24;5;29/04/1963
893.23;16;29/05/1966
778.07;11;02/06/1980
828.87;4;16/02/1975
671.41;11;21/05/1994
228.09;18;08/12/1985
606.69;8;24/06/1998
287.55;18;25/07/1965
92.66;8;06/11/2014
225.99;16;07/05/1964
512.87;11;31/08/2008
800.23;19;23/09/1985
281.19;19;10/06/1976
481.79;1;29/06/1977
289.57;11;07/03/1984
730.95;16;16/08/1988
739.6;0;26/02/2001
690.31;11;10/05/1969
351.28;18;09/10/1975
598.63;19;30/09/1979
71.49;15;16/05/1978
484.29;17;16/03/1990
442.39;3;30/06/1994
473.73;4;09/12/2005
88.55;3;16/07/1965
873.6;12;26/10/2011
615.47;5;25/02/2004
137.37;13;15/02/1960
27.91;9;14/07/1979
782.13;2;25/08/1965
441.54;9;29/03/1965
202.88;15;03/04/2002
916.8;7;12/12/1985
359.52;15;12/10/1981
150.59;16;15/04/1968
252.45;19;30/07/1961
154.15;10;28/09/1981
519.08;19;10/03/1979
978.89;0;19/03/2013
987.71;19;08/07/1964
754.34;5;05/02/1966
521.75;14;18/03/1961
423.26;19;26/11/2011
433.14;3;14/01/1978
418.39;9;03/01/1966
387.56;13;11/09/1972
368.48;15;19/05/2002
365.02;9;31/01/1986
661.07;19;20/02/1980
471.94;7;01/05/1989
164.55;5;16/04/1964
366.16;18;18/01/1973
629.89;18;06/09/1998
693.42;10;04/04/1963
684.94;6;24/01/1966
227.95;3;07/04/1966
2.63;19;21/11/1996
642.67;11;26/12/2002
194.14;5;27/04/1970
836.26;18;30/05/1979
445.11;11;06/09/1969
139.54;10;26/05/1968
495.17;17;22/06/1977
186.61;6;14/10/1970
549.05;5;23/01/1974
735.56;8;01/11/2008
312.45;16;12/01/2010
776.39;11;02/02/1981
952.42;6;16/07/1997
183.68;16;17/09/1992
195;17;27/12/1990
318.46;8;23/04/2013
470.4;7;02/10/1989
15.24;19;03/01/1983
397.4;4;25/05/2002
510.21;16;28/02/2012
534.83;11;21/09/1968
76.11;9;01/11/1970
212.78;2;02/01/1983
476.26;7;03/04/1961
53.78;11;29/08/2011
179.48;18;06/02/1988
92.55;14;25/09/1991
480.09;19;24/07/1970
959.67;9;26/09/1974
932.42;6;09/04/1979
591.26;7;20/08/1987
571.79;7;08/03/1979
215.67;11;30/07/2007
286.1;6;14/02/2003
723.35;3;12/02/2014
3.44;7;11/01/2005
894.72;1;14/07/2000
447.07;1;13/01/1961
709.79;10;03/04/1973
503.1;7;03/10/1969
134;7;03/03/2012
466.97;17;24/08/2001
328.1;14;01/06/1972
850.41;0;04/03/1986
299.86;5;15/06/1967
103.05;12;26/08/1973
158.38;5;29/08/1994
643.4;15;18/08/1971
574.24;17;14/07/1970
409.7;16;19/11/1969
940.61;19;20/02/1968
685.95;15;01/02/1994
393.46;9;10/11/1963
983.17;16;04/06/1962
25.46;18;21/01/2011
59.43;10;11/05/1981
733.42;0;19/06/2005
837.44;5;09/11/1961
510.88;1;28/12/2000
669.06;0;06/07/1990
142.81;1;24/02/1975
538.46;14;18/05/2011
110.89;6;23/01/2008
877.45;1;20/11/2013
676.69;11;31/05/1980
467.23;0;17/08/1965
101;8;09/06/1961
752.37;18;14/08/1989
477.67;12;07/11/2013
919.11;12;11/02/2007
826.15;6;24/01/1984
464.66;13;05/12/1978
690.28;13;17/02/1961
177.38;17;20/01/2012
