345.88;16;23/04/1988
204.94;7;02/08/1998
803.24;7;02/08/1987
997.83;15;02/05/1973
155.71;2;01/09/1970
933.38;1;12/10/1973
110.59;13;08/10/1975
562.36;1;20/06/1995
654.44;11;21/11/2013
820.89;18;03/06/2012
655.52;6;30/05/1997
191.52;15;26/08/1995
227.43;3;27/04/2003
761.16;3;02/02/1972
797.32;1;18/06/1965
533.72;7;23/04/2007
650.35;9;09/10/2002
656.72;1;10/04/2010
901.17;1;16/10/1991
945.78;14;09/07/1983
935.7;11;25/08/1972
293.89;9;09/01/1993
983.25;10;01/09/2010
961.98;7;06/03/1987
527.07;8;12/08/1979
12.23;15;08/06/2012
194.94;10;17/08/1975
87.64;15;16/08/2008
841.44;4;07/12/1988
603.63;13;11/06/1960
37.36;13;01/03/1982
114.43;19;28/12/1991
715.54;4;24/01/1979
986.6;14;04/09/1969
425.35;14;30/12/2014
562.13;18;16/08/2000
461.7;11;26/01/2002
155.17;3;21/05/2005
41.14;0;25/06/2003
602.26;9;19/05/1979
981.71;3;29/05/1974
700.12;2;07/12/1967
833.04;18;23/11/1968
913.99;1;19/05/1973
724.21;2;07/12/1961
841.4;6;22/08/2005
23.22;16;31/12/2014
361.04;5;09/04/1990
201.85;6;18/02/2014
396.21;5;08/12/1974
591.24;4;28/01/1998
160.52;13;10/04/1990
308.6;3;20/10/1990
436.29;19;24/02/1976
896.28;3;01/06/1967
340.75;9;01/10/1969
796.15;17;19/09/2000
560.68;12;11/11/1984
891.03;10;13/01/1988
754.76;17;17/11/2013
979.91;19;22/10/1963
727.05;19;12/06/2006
264.03;11;12/05/1979
729.53;3;24/09/2006
50.99;10;22/01/1982
444.79;14;24/01/2007
824.65;10;01/09/1987
588.44;5;16/04/2006
269.85;11;11/05/2001
837.33;12;14/03/1995
516.47;16;28/12/1969
785.4;4;23/02/1961
810.52;17;20/06/1977
628.97;7;01/05/2003
609.55;7;17/12/1960
233.54;18;18/07/2002
111.22;1;19/04/1982
503.08;7;28/06/1992
881.11;0;15/11/1962
600.23;6;11/10/2013
267.79;19;29/06/2006
513.81;6;26/12/1989
946.43;17;24/01/1971
872.12;4;22/11/1966
280.93;6;22/12/1982
312.84;14;06/05/2003
348.42;10;18/05/1967
370.04;10;11/07/1995
836.11;17;04/11/1984
875.06;3;01/07/1998
553.97;0;21/12/1972
613.25;10;03/12/2000
757.28;9;04/08/1969
174.2;19;15/09/1990
639.25;5;22/06/2002
995.97;18;07/07/1979
330.95;16;13/10/2008
869.4;1;17/09/1962
173.49;11;04/01/1992
146.52;11;16/01/1982
346.65;6;10/01/1971
518.01;6;23/04/1967
632.28;1;17/04/1990
90.1;12;26/07/1993
942.99;15;28/08/1982
127.66;0;14/05/2008
586.19;6;21/02/1973
931.25;16;24/02/1996
185.45;18;10/12/1997
2.3;14;24/03/1977
919.5;6;14/05/2014
710.31;0;24/09/1963
732.66;14;19/11/1983
822.26;18;04/07/1984
436.31;3;30/04/2009
370.55;11;22/06/1983
972.41;1;01/07/1987
727.4;12;25/07/1985
407.6;9;05/10/2002
398.45;0;31/01/1989
626.69;12;06/01/2008
845.47;12;30/03/1978
902.8;15;03/09/2006
669.61;8;05/10/1984
37.03;2;02/11/1997
224.08;13;05/11/1991
133.31;9;10/09/1976
345.97;14;16/06/1979
147.18;1;10/02/1986
485.39;9;02/07/1993
512.81;17;06/11/1996
327.34;2;25/03/1965
599.36;12;15/10/1975
726.46;7;08/08/1984
710.67;19;19/07/2000
761.36;0;12/02/1991
353.62;3;10/01/1990
236.18;10;15/05/1972
639.68;17;24/10/1984
460.51;10;12/07/2000
826.84;19;06/01/1975
491.31;7;14/07/1992
78.1;12;01/01/1972
763.41;14;16/04/1983
728.28;1;29/04/1977
629.39;3;26/01/1974
478.64;10;25/09/2007
409.81;14;20/07/2001
543.43;2;02/05/1979
175.58;4;30/09/2011
463.33;2;11/10/1983
374.72;6;10/12/1992
985.55;18;10/10/1964
223.09;0;22/10/1966
542.99;7;20/01/1965
326.81;14;03/09/1993
696.73;6;28/09/2014
533.76;17;30/05/1993
734.2;14;11/02/1970
439.56;10;14/03/1998
35.6;13;02/03/1971
135.42;16;13/01/1971
973.88;16;23/11/1967
691.25;17;17/10/2013
938.33;17;26/10/1976
946.89;18;31/03/1981
553.1;14;26/03/1996
540.31;7;19/01/1996
582.87;7;07/11/1965
759.43;10;17/03/1970
206.56;6;27/09/1984
957.76;1;13/04/1966
923.03;11;10/05/1998
544.82;7;12/10/2006
3.26;0;07/11/2002
236.73;0;26/05/1997
89.9;14;19/12/1968
545.81;15;24/06/2012
786.11;2;03/12/1971
781.2;1;31/01/1963
182.37;3;22/08/1970
933.64;13;25/02/2010
604.73;8;06/11/1962
202.28;4;12/08/1960
86.84;15;24/12/1964
990.3;9;17/04/2014
375.67;5;05/02/1996
519.95;9;16/05/1967
677.83;6;25/04/1990
789.71;0;03/05/1971
888;0;07/09/1986
81.63;6;14/04/2004
57.28;4;08/12/1962
212.41;13;14/01/2002
249.95;13;25/05/1962
966.32;5;27/10/1965
389.3;1;10/03/1996
832.32;11;23/09/1976
943.27;11;21/10/1996
143.76;19;16/02/1999
380.71;18;27/09/1960
762.3;1;08/09/1981
817.3;8;23/05/2013
503.24;15;16/03/2012
544.23;18;05/10/1970
936.41;0;18/04/2013
613.41;8;15/03/1988
54.59;2;04/07/1976
62.21;3;20/05/1971
542.45;5;27/06/1988
962.96;11;22/01/1989
136.57;4;09/07/1961
342.92;15;15/03/1980
397.35;13;16/10/1962
248.37;7;30/03/1960
343.67;14;19/02/1962
229.74;4;07/10/1992
980.8;17;03/09/2002
256.73;11;26/10/2011
