01/04/1970,12,968.23
17/07/1977,4,748.42
26/08/1986,8,677.11
22/11/2004,0,192.71
12/02/1973,13,658.13
21/10/1966,15,16.89
19/05/2014,17,325.08
20/03/2008,17,96.62
19/03/1995,17,568.84
08/04/1961,5,662.22
20/07/1976,5,91.39
29/03/2005,2,633.41
10/09/1975,17,725.2
19/06/1967,3,152.03
16/07/1994,19,506.15
30/11/2010,10,168.2
02/04/1964,9,890.65
16/01/1982,9,710.22
17/03/1982,19,149.79
19/03/1976,6,479.5
14/01/1995,9,344.2
14/12/2000,18,701.8
03/12/1979,3,73.76
28/08/1974,17,888.27
22/04/1968,6,334.18
01/12/1991,4,827.8
23/09/2005,16,708.74
08/01/2010,17,867.18
29/07/1987,3,923.18
29/04/1996,13,319.22
02/01/1985,18,625.25
24/07/1977,17,762.78
06/01/2013,5,481.94
28/07/1991,17,511.37
18/05/2009,12,165
25/10/2002,6,690.09
19/08/1988,17,103.14
07/12/2006,10,90.97
05/08/1961,18,583.37
10/06/1977,2,304.72
30/11/1982,5,687.05
19/12/1989,6,938.38
08/06/1990,1,934.06
20/03/1969,6,21.73
20/06/1979,15,401.53
21/06/1998,10,836.01
10/10/1970,12,486.85
28/10/1985,16,333.72
22/10/2014,6,637.7
10/06/1981,14,381.04
04/09/1990,6,997.29
24/06/1993,14,182
18/06/2003,19,470.19
13/04/1996,10,227.24
09/01/1970,1,644.65
10/01/2006,9,855.63
21/01/1980,5,987.46
05/01/1974,8,284.94
09/12/1964,14,920.03
27/09/1973,16,631.92
07/06/1996,7,682.85
21/06/1986,8,732.35
15/11/2001,3,181.06
31/07/1992,7,330.55
24/04/2004,10,390.99
13/05/2003,16,633.6
14/03/2003,9,993.15
07/12/1986,17,129.65
16/12/2007,16,16.71
05/11/1977,2,619.84
31/12/2009,4,749.13
30/04/2008,6,387.99
14/06/1967,0,535.36
17/09/1998,10,470.06
30/09/1966,10,400.1
09/10/1998,18,831.84
06/12/2009,16,443.28
20/11/2012,10,526.43
03/10/1987,13,439.67
18/11/2013,5,297.61
04/02/1965,10,6.5
28/05/1986,12,696.66
06/03/1993,9,562.26
22/04/1983,14,273.58
08/05/1983,0,293.03
10/01/1970,12,331.95
19/11/1983,4,663.26
19/04/1995,2,754.33
24/01/1984,12,80.85
04/07/1989,15,523.93
20/07/2012,10,64.42
30/03/1998,6,410.7
28/12/1987,1,308.87
05/02/1994,14,337.63
13/12/2012,17,32.56
16/06/1984,0,786.27
19/01/1995,5,781.86
21/12/1973,9,189.94
03/05/1981,2,813.18
07/05/1992,11,158
16/10/1979,2,353.3
13/03/1978,13,994.15
05/07/1960,3,522.2
09/05/1987,19,844.13
28/07/1976,2,791.42
21/11/2001,16,820.99
15/08/1993,0,330.31
27/08/1961,19,106.95
24/01/2002,8,983.93
18/02/2001,16,675.32
09/02/1974,4,433.75
13/08/2011,19,380.64
27/04/1965,5,55.82
12/04/1984,12,554.84
22/01/1981,17,333.59
08/09/2005,11,356.55
04/10/1966,11,362.42
27/12/1991,8,243.58
08/09/2003,11,942.99
28/06/1977,6,478.62
07/03/1993,14,176.26
24/02/1989,4,297.51
14/06/1984,6,7.31
21/05/1983,8,640.77
16/12/1976,3,211.5
30/03/2002,17,403.45
25/02/2014,0,256.85
15/09/2012,2,336.37
31/12/1980,4,923.64
29/05/1979,17,734.83
11/03/1961,17,615.05
18/06/2004,6,186.42
18/06/2004,0,784.99
11/08/2009,6,88.89
07/11/1961,4,657.4
19/05/2002,0,668.77
28/01/1984,16,467.57
11/06/1991,0,469.79
09/07/1988,0,356.68
07/09/2000,19,984.76
18/04/1994,7,65.75
06/05/2005,9,380.88
25/10/1988,11,960.16
21/12/2013,5,332.89
04/01/2002,7,159.36
05/05/1972,7,406.66
15/11/2009,3,622.35
15/09/1962,19,410.69
08/02/1978,14,656.21
30/07/1987,18,701
04/07/1964,16,164.21
20/04/2002,19,736.61
31/07/2002,12,958.9
18/02/1985,19,753.27
23/09/1964,12,45.47
17/05/1974,11,372.94
29/01/1976,16,76.5
29/04/1990,7,277.51
23/08/1983,0,321.22
21/02/2007,16,838.81
09/09/1986,18,845.19
05/02/1979,10,262.24
28/09/2013,9,7.29
20/01/2004,0,428.97
23/05/1967,8,434.93
02/06/1983,17,129.6
17/11/1987,13,901.05
17/04/1963,9,799.82
06/10/1970,13,800.52
12/03/1991,18,582.39
30/10/1960,4,495.15
12/05/1977,8,548.06
15/09/2013,9,685.71
05/01/1983,11,66.23
02/06/2008,4,180.93
07/11/2008,3,590.65
16/07/2007,13,207.9
04/11/1973,7,841.45
19/09/2012,1,467.08
06/04/1986,16,456.33
06/03/1974,1,938.68
19/08/1968,10,445.47
12/01/1984,18,435.82
20/09/2013,8,119.6
28/05/2001,12,751.87
14/11/1996,4,831.14
04/12/2001,7,124.73
08/01/1980,6,747.14
13/05/1974,12,536.03
20/11/1960,6,690.54
22/10/1972,2,957.18
08/03/2008,18,684.88
01/09/1973,19,162.25
07/08/1986,6,415.62
15/04/1975,14,747.26
12/08/1973,11,190.52
07/09/1965,0,860.7
07/05/1994,3,808.56
21/03/1984,16,177.52
19/06/1993,2,811.81
10/05/1991,13,390.96
17/01/2010,10,34.55
16/06/2003,1,988.42
19/09/1973,9,925.31
27/04/1978,3,91.39
10/11/2005,4,408.12
02/10/1991,2,428.05
02/01/1963,13,783.19
17/12/2004,9,61.45
09/06/1993,18,421.79
21/12/1987,13,789.08
08/02/1989,17,467.43
21/11/1967,2,369.04
27/10/1981,4,961.85
02/11/1978,13,106.77
21/04/1998,5,421.43
01/05/1995,11,280.87
02/05/2013,15,910.8
10/04/1962,3,307.81
01/04/2009,1,717.99
09/12/1988,19,89.56
04/11/1999,4,309.98
17/04/1964,16,284.46
07/02/1988,16,931.06
04/07/1973,3,154.63
09/04/1965,0,947.87
11/06/1968,1,521.49
31/10/2014,6,404.88
05/12/1995,15,287.7
12/06/1960,6,651.01
11/12/1969,11,25.71
20/08/1994,19,860.22
20/03/2000,8,593.25
25/11/1964,8,684.26
08/01/1972,4,398.65
24/07/1965,14,641.24
01/09/1960,19,326.85
12/01/1963,15,515.61
30/06/2013,17,952.49
28/10/1966,11,489.64
26/10/1986,1,251.39
03/02/1976,7,768.42
15/06/2001,6,797.64
16/07/2000,14,534.66
08/04/2011,18,359.75
06/09/2004,4,469.83
12/01/1971,6,827.56
14/03/2013,6,207.8
24/11/1979,2,688.83
19/08/1995,13,709.18
02/11/2013,8,492.07
07/06/2004,4,30.47
29/08/1966,9,274.74
06/01/1990,12,543.71
27/03/1970,0,185.06
23/05/1973,18,680.85
20/02/1984,15,93.32
13/08/2012,16,431.32
04/01/1996,0,975.88
30/10/1977,5,422.87
15/09/2001,17,92.57
26/11/1987,3,631.4
03/12/1969,16,285.6
17/08/1972,12,875.83
02/02/1966,14,155.04
25/11/1973,9,894.26
19/01/1997,4,950.34
27/01/2009,15,217.41
22/04/1991,11,28.58
21/01/2014,12,358.83
28/06/1967,13,923.27
15/06/1972,5,245.82
04/03/1996,8,932.62
15/03/2004,18,895.22
19/01/1992,4,645.34
14/04/2011,3,278.5
01/12/1993,2,684.99
02/05/1988,19,165.13
23/04/1995,15,861.78
09/06/1999,0,635.63
31/03/1989,3,800.54
01/01/1991,12,427.92
08/11/2013,18,377.28
14/04/1997,3,445.39
20/02/2013,2,88.32
12/11/1977,2,593.75
23/09/1972,8,927.24
24/03/1971,1,716.58
03/04/1994,13,817.68
29/10/1964,18,217.69
26/03/2014,13,996
05/10/1964,0,50.39
19/07/1961,6,536.6
12/10/1987,15,39.53
19/04/1964,2,34.77
08/12/1990,5,9.01
06/03/1988,15,106.93
13/04/1972,11,304.43
13/05/1979,8,123.01
24/10/1999,4,22.83
07/02/1961,6,471.32
30/06/1972,11,447.64
06/07/1987,10,676.43
16/10/2013,16,801.06
18/02/2010,6,85.73
12/09/1994,7,794.22
21/08/1995,11,333.32
31/07/2014,8,512.33
09/02/2002,12,838.99
18/06/1983,16,710.72
14/10/1972,5,647.63
01/03/1990,1,522.38
08/02/1966,12,637.32
14/06/1980,6,150.79
07/07/1988,10,683.41
15/04/1963,6,215.08
01/03/1988,2,657.06
04/11/1993,10,760
19/12/1999,6,39.58
08/12/1962,15,381.3
