21/12/1984,3,476.68
20/06/1990,8,653.93
10/02/2000,2,332.26
21/09/1992,14,89.67
27/12/2010,19,785.51
03/04/1960,10,765.79
26/08/1982,4,278.1
11/07/2005,10,872.67
28/02/1966,16,322.29
30/09/1990,19,770.62
13/03/1977,12,589.09
13/11/1986,16,791.03
09/06/1970,8,244.24
04/09/1967,8,175.81
27/03/1964,7,16.09
12/09/1990,2,311.66
12/10/2001,4,87.51
20/07/1994,9,290.4
05/04/1993,9,852.95
28/04/1980,7,694.2
19/04/1999,3,953.21
11/03/1990,4,784.25
16/12/1980,2,863.31
21/02/1979,11,491.39
09/08/2007,0,963.72
27/07/2010,3,655.37
06/08/1962,16,258.73
12/05/1968,0,332.75
10/03/1961,16,238.21
04/11/1965,19,48.13
28/08/2006,19,315.76
07/12/1979,17,65.65
15/05/1989,6,555.68
26/01/1993,3,932.74
30/03/1996,10,247.91
27/05/1968,10,129.73
15/12/1971,15,261.5
15/02/1972,14,942.27
15/05/1960,7,945.55
03/01/1973,6,61.16
08/12/1986,2,829.56
01/07/2011,7,668.36
15/10/1980,4,162.41
26/12/1987,6,262.45
16/01/1994,5,817.73
05/10/1987,11,440.71
03/08/1978,17,662.36
19/02/1968,11,631.45
28/05/2012,19,747.96
16/11/1992,4,57.39
05/05/1967,4,742.93
22/08/1961,17,320.14
24/04/1978,0,705.33
26/04/1981,8,94.49
23/11/2008,5,424.43
30/05/1989,19,789.08
15/10/2008,5,181.45
20/10/1986,3,303.33
04/11/2010,11,434.38
22/10/2007,0,437.87
26/09/1967,19,888.27
01/10/1996,19,202.11
08/03/2012,10,926.32
08/07/2014,14,424.77
11/09/1976,11,936.73
11/01/1960,9,286.38
17/05/1973,11,650.49
27/04/1985,18,840.55
15/03/1995,13,913.02
23/05/1993,7,318.62
28/10/1963,8,41.04
04/10/1982,2,172.07
22/03/2002,15,991.08
11/11/1997,2,912.34
01/08/1965,1,400.09
19/04/2011,4,980.39
21/07/1966,13,295.53
12/07/1998,0,99.56
09/10/1987,9,43.61
27/07/1970,1,926.14
19/10/1972,4,273.08
12/08/2008,9,763.04
21/11/1996,11,927.4
02/11/1961,11,701.67
02/06/1967,0,843.05
19/01/1975,11,725.68
22/11/1980,18,893.56
27/12/2013,15,75.2
31/03/1988,6,579.3
15/10/1963,4,919.43
01/06/2007,11,268.56
16/06/1978,5,116.06
30/10/1972,16,125.74
22/02/2007,9,404.69
19/03/1967,14,103.68
29/10/1994,11,753.39
02/07/1990,8,466.96
07/11/1990,10,78.5
31/03/1979,5,876.9
14/07/1981,15,122.5
07/08/1967,3,562.78
24/09/1983,3,696.07
17/04/1963,1,972.35
24/02/1997,19,673.34
02/01/1989,2,212.28
16/07/1979,10,334.96
16/07/2014,7,719.22
07/07/1991,18,754.88
10/06/2014,9,837.93
10/10/2000,3,654.96
14/07/1984,2,206.8
21/03/2008,6,347.43
13/09/1971,5,174.4
25/06/1964,12,248.95
29/05/1983,16,495.32
18/09/2007,17,791.3
10/06/1965,0,609.31
15/08/1966,4,41.4
19/06/1974,0,214.64
05/06/2000,12,756
17/09/1967,9,154.74
23/11/1996,8,70.76
02/09/2006,4,883.38
21/09/1964,5,308.45
30/04/1961,9,728.28
22/11/1961,13,90.85
18/11/1961,19,591.01
29/03/2001,5,771.29
23/07/1993,13,591.64
22/05/1972,16,243.67
27/01/1992,4,963.24
03/05/1984,15,114.76
24/11/2005,3,432.28
09/10/2008,9,592.12
19/06/1996,12,578.69
08/02/1970,7,895.59
17/04/1971,9,680.1
09/09/1973,17,556.08
21/06/2004,7,220.15
04/02/1966,9,245.8
13/12/1973,3,226.43
10/05/2006,1,268.91
23/09/1964,16,528.55
17/02/2003,0,122.4
28/06/1963,8,756.44
11/09/2002,9,563.87
23/07/2010,2,781.21
11/10/1999,4,955.62
14/12/2008,10,418.77
31/12/2005,10,710.89
16/02/2011,16,637.55
21/03/1975,17,978.83
01/06/1993,7,537.8
28/09/2000,18,154.3
19/04/1985,10,786.89
08/11/1965,9,887.59
15/01/1977,14,523.93
07/05/1963,15,350.54
16/06/1998,14,491.87
16/08/1986,11,58.25
16/01/2002,16,56.3
09/09/1962,12,372.3
16/11/1999,12,49.99
20/01/2011,3,358.36
04/12/1970,15,0.19
06/01/1971,13,231.77
19/07/2002,16,192.27
09/04/2007,4,601.49
10/10/1989,19,377.57
10/04/1964,14,880.44
05/01/2011,0,404.28
19/03/1965,3,938.5
08/08/1999,9,34.61
18/10/1986,12,566.51
27/03/1964,7,89.14
22/09/1991,2,935.26
23/01/1978,7,443.8
14/05/1980,1,673.6
26/09/2007,17,395.35
25/10/1965,10,763.39
22/04/2008,15,341.22
13/01/1969,11,325.19
06/02/2011,8,404.68
30/07/1974,13,826.46
24/09/1974,13,630.73
15/01/2007,6,919.42
31/07/1991,5,215.81
06/08/2008,6,258.02
28/12/1993,1,187.05
21/08/2007,8,357.4
18/10/1966,17,269.28
15/12/2011,13,60.91
26/06/1984,6,858.9
29/09/1961,19,45.56
29/09/2005,6,37.35
27/09/1971,0,209.31
18/12/1982,6,110.79
14/09/1969,7,788.68
12/09/1985,9,949.75
07/02/2002,1,805.04
23/10/1987,8,348.55
30/12/1971,9,445.13
09/08/1989,5,141.86
15/08/1964,2,369.38
24/05/1964,14,49.06
23/12/2002,14,689.64
19/05/2000,11,296.54
04/10/1989,15,559.25
23/03/1991,13,358.34
20/10/1976,10,420.98
15/11/2006,13,504.15
15/10/1987,13,23.62
26/07/2003,12,835.03
06/11/1971,10,263.4
12/10/1963,17,687.39
12/06/1983,6,761.49
01/06/1984,18,497.62
13/01/1992,0,240.3
15/02/1967,5,728.33
10/12/1982,19,206.89
31/01/1969,3,284.19
25/09/1964,6,47.5
21/10/1977,2,994.66
22/07/2005,14,349.57
